"ID","pres","route","lat","long","off","doy","sun","Agriculture","Water","Grassland","Shrubland","Wetland","Taiga","Wet","Deciduous","Coniferous","Mixedwood","Tree","Temperature","Precipitation","Elevation","Height","doy.st","sun.st","Agriculture.st","Water.st","Grassland.st","Shrubland.st","Wetland.st","Taiga.st","Wet.st","Deciduous.st","Coniferous.st","Mixedwood.st","Tree.st","Temperature.st","Precipitation.st","Elevation.st","Height.st"
"cns-11",0,372,53.381276,-112.90195,0.0523787078419893,177,0.958724009593329,0.111250706017017,0.00127378851175308,0,0,0,0,0,0.884030818939209,0.00344471237622201,0,0.887475490570068,260.409210205078,0.0000111731287688599,777.587768554688,7.50802183151245,-0.816545709435646,0.569906387199088,-2.36775801814383,-0.328787749854575,-0.589547977987015,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,4.99816182955999,0.0676629738453026,-0.157351101226468,4.79929430650067,-0.634176645163193,-0.263470281796086,-0.227889475969799,0.781749952558881
"cns-12",0,372,53.3965,-112.901526,0.0509096464360529,177,1.12390643060207,0.158262178301811,0.176987290382385,0,0,0,0,0,0.640167117118835,0.0245833974331617,0,0.664750516414642,260.394989013672,0.0000111709359771339,758.839538574219,9.95029354095459,-0.816545709435646,0.808128417500554,-2.20189672930947,3.33355112648455,-0.589547977987015,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,3.52303068594656,1.11759136002373,-0.157351101226468,3.50527255295321,-0.643487773871043,-0.264377369620293,-0.311011669822072,1.44082717490626
"cns-13",0,372,53.396124,-112.877612,0.0479779822910544,177,1.30887132366498,0.299311339855194,0.0675776675343513,0,0,0,0,0,0.621717870235443,0.0113931326195598,0,0.633111000061035,260.383331298828,0.0000111546223706682,757.633605957031,14.3841991424561,-0.816545709435646,1.07488024309347,-1.70426084199828,1.05316224949907,-0.589547977987015,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,3.41143122095545,0.462449689115268,-0.157351101226468,3.32144843269664,-0.651120501695933,-0.271125787000141,-0.316358295337284,2.63737143191506
"cns-14",0,372,53.410957,-112.876421,0.0443897478999268,177,1.47414230512248,0.292721539735794,0.206157118082047,0,0,0,0,0,0.482568323612213,0.0185530241578817,0,0.501121342182159,260.369018554688,0.0000111525760075892,742.814270019531,7.08820676803589,-0.816545709435646,1.31322999309888,-1.7275103317046,3.9415282760108,-0.589547977987015,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,2.56971583522408,0.818071306438861,-0.157351101226468,2.55459465176697,-0.66049157329246,-0.271972301975034,-0.382061335882557,0.668457666174037
"cns-15",0,442,50.4846418,-113.3902139,0.0403112367642107,179,0.0421721085574909,0.922954440116882,0,0.0744557902216911,0,0.0025897491723299,0,0.0025897491723299,0,0,0,0,262.924926757812,0.0000143467659654561,1004.09655761719,8.36589622497559,-0.619798219142885,-0.751922251756819,0.496015885253116,-0.355336905936286,-0.25841874033357,-0.239178421536425,0.348189819101739,NA,0.348189819101739,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.01295403087028,1.04936195182871,0.776360391527614,1.01325796625805
"cns-16",0,442,50.484691,-113.414948,0.0445573711970341,179,0.207185905443296,0.871964275836945,0,0.128035724163055,0,0,0,0,0,0,0,0,262.921783447266,0.0000144072882903856,1001.42608642578,3.15449118614197,-0.619798219142885,-0.513943407023637,0.316117363587768,-0.355336905936286,-0.0201312595788873,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.01089599169237,1.07439810249728,0.76452058455489,-0.393104128607363
"cns-17",0,442,50.484573,-113.437892,0.0487211810648402,179,0.40566622581747,0.868937730789185,0,0.131062254309654,0,0,0,0,0,0,0,0,262.918640136719,0.0000144678106153151,989.322937011719,5.74866676330566,-0.619798219142885,-0.227699964133797,0.30543940269993,-0.355336905936286,-0.00667129068735479,-0.239178421536425,-0.197037260446511,NA,-0.197037260446511,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.00883795251445,1.09943425316584,0.710860034579411,0.306966230914179
"cns-18",1,442,50.469993,-113.43791,0.0517016479722038,179,0.623539878858459,0.868006885051727,0,0.131789788603783,0,0.000203348114155233,0,0.000203348114155233,0,0,0,0,262.931274414062,0.0000145152880577371,993.937805175781,5.99664163589478,-0.619798219142885,0.0865120667812545,0.302155283606928,-0.355336905936286,-0.00343570786076494,-0.239178421536425,-0.154225817702519,NA,-0.154225817702519,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.0171100711519,1.11907415304111,0.731320524264864,0.373885316782519
"cns-19",1,442,50.455674,-113.437924,0.0526870718142887,179,0.808057885898485,0.885966718196869,0,0.111766643822193,0,0.00226659909822047,0,0.00226659909822047,0,0,0,0,262.943939208984,0.000014562765500159,994,6.65886545181274,-0.619798219142885,0.352619404328566,0.365519414273958,-0.355336905936286,-0.0924851779853961,-0.239178421536425,0.280156137290008,NA,0.280156137290008,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.02540217075224,1.13871405291639,0.731596271374895,0.55259460268224
"cns-20",1,442,50.45558,-113.461008,0.0522964875368961,179,0.973193537725344,0.926583290100098,0,0.0646534040570259,0,0.00876330584287643,0,0.00876330584287643,0,0,0,0,262.940826416016,0.0000146241582115181,993.969543457031,7.50386762619019,-0.619798219142885,0.590773985264685,0.50881883963745,-0.355336905936286,-0.302013155868289,-0.239178421536425,1.64792583596064,NA,1.64792583596064,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.02336411253721,1.16411025462094,0.731461239178717,0.780628888881046
"cns-21",0,442,50.455583,-113.483931,0.0509371665812487,179,1.12166522694958,0.962290287017822,0.005799048114568,0.0113998223096132,0,0.0205108150839806,0,0.0205108150839806,0,0,0,0,262.938201904297,0.0000146753172884928,996.176635742188,3.58148002624512,-0.619798219142885,0.804896208642282,0.63479678164489,-0.234469248473175,-0.538849241736584,-0.239178421536425,4.12116155466574,NA,4.12116155466574,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.02164574972847,1.18527312899327,0.741246608409185,-0.277875909887673
"cns-22",0,442,50.45572,-113.506904,0.0477602465563099,179,1.32012249244584,0.897526025772095,0.0594121403992176,0.00907029490917921,0,0.0339915566146374,0,0.0339915566146374,0,0,0,0,262.934722900391,0.0000147510027090902,997.428588867188,0.1258694678545,-0.619798219142885,1.09110640235348,0.40630183522953,0.88297084613828,-0.549209411575649,-0.239178421536425,6.95929947683843,NA,6.95929947683843,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.01936791995874,1.21658176751135,0.746797270549484,-1.21041515174729
"cns-23",0,442,50.455645,-113.52961,0.0500230530455139,179,0.485281769500837,0.898292005062103,0.061650924384594,0.0101522142067552,0,0.0299048945307732,0,0.0299048945307732,0,0,0,0,262.931060791016,0.0000148432091009454,997.73876953125,1.76000022888184,-0.619798219142885,-0.112880382582785,0.409004288611368,0.92963308630811,-0.544397762795317,-0.239178421536425,6.09892316823968,NA,6.09892316823968,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.01697020441165,1.2547246035934,0.748172488226795,-0.769424757940401
"cns-24",1,442,50.455534,-113.552911,0.0388792647480241,179,1.683737696343,0.877936124801636,0.0455342456698418,0.0430838987231255,0,0.033445730805397,0,0.033445730805397,0,0,0,0,262.926666259766,0.0000149538564073737,1001.21179199219,3.4868323802948,-0.619798219142885,1.61550331815046,0.337186658333683,0.593718438963817,-0.397939796852291,-0.239178421536425,6.84438525460646,NA,6.84438525460646,-0.349339185133305,-0.103430984755887,-0.157351101226468,-0.356897067603903,1.01409294575515,1.30049585640031,0.763570488280778,-0.303417747576527
