"region","BCR","route","origin","stop","year","month","day","datetime","doy","sun","temp","wind","sky","lat","long","coni","coni.pres","coni.range","copo","copo.pres","copo.range","ewpw","ewpw.pres","ewpw.range","type","bbsroute"
4,11,418,"BBS",1,2016,6,17,"2016-06-18 03:26:00",170,-0.390120758083132,1,1,0,53.103297,-111.760129,0,0,1,0,0,0,0,0,0,"WR",127
4,11,418,"BBS",2,2016,6,17,"2016-06-18 03:42:00",170,-0.124959699842666,1,1,0,53.118628,-111.760134,0,0,1,0,0,0,0,0,0,"WR",127
43,6,560,"BBS",1,2016,6,20,"2016-06-21 05:10:00",173,-0.206014674570824,1,0,1,61.39831035,-117.4466971,0,0,1,0,0,0,0,0,0,"WR",8
43,6,560,"BBS",2,2016,6,20,"2016-06-21 05:20:00",173,-0.040386553472942,1,0,1,61.40942233,-117.4276298,0,0,1,0,0,0,0,0,0,"WR",8
43,6,560,"BBS",3,2016,6,20,"2016-06-21 05:28:00",173,0.0914755653010459,1,0,1,61.42153669,-117.4118675,0,0,1,0,0,0,0,0,0,"WR",8
43,6,560,"BBS",4,2016,6,20,"2016-06-21 05:36:00",173,0.22409105837345,1,0,1,61.43202463,-117.3898338,0,0,1,0,0,0,0,0,0,"WR",8
43,6,560,"BBS",5,2016,6,20,"2016-06-21 05:45:00",173,0.37321499314573,1,0,1,61.44269429,-117.369557,0,0,1,0,0,0,0,0,0,"WR",8
43,6,560,"BBS",6,2016,6,20,"2016-06-21 05:53:00",173,0.505527105132739,1,0,1,61.45372747,-117.3502678,0,0,1,0,0,0,0,0,0,"WR",8
4,11,372,"BBS",1,2016,6,24,"2016-06-25 03:33:00",177,-0.378964122533798,1,3,2,53.337695,-112.782088,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",2,2016,6,24,"2016-06-25 03:44:00",177,-0.197227963076699,1,1,2,53.337674,-112.806078,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",3,2016,6,24,"2016-06-25 03:54:00",177,-0.0321959051820961,1,1,2,53.337786,-112.830432,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",4,2016,6,24,"2016-06-25 04:04:00",177,0.132846658428509,1,1,2,53.337802,-112.854771,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",5,2016,6,24,"2016-06-25 04:14:00",177,0.297863349649642,1,1,2,53.337845,-112.879458,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",6,2016,6,24,"2016-06-25 04:23:00",177,0.446265346275435,1,1,2,53.337862,-112.903404,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",7,2016,6,24,"2016-06-25 04:33:00",177,0.611493204434712,1,1,3,53.35227,-112.903576,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",8,2016,6,24,"2016-06-25 04:43:00",177,0.776763964361614,1,1,3,53.366867,-112.902803,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",9,2016,6,24,"2016-06-25 04:54:00",177,0.958724009593329,1,2,3,53.381276,-112.90195,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",10,2016,6,24,"2016-06-25 05:04:00",177,1.12390643060207,1,2,3,53.3965,-112.901526,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",11,2016,6,24,"2016-06-25 05:15:00",177,1.30887132366498,1,2,3,53.396124,-112.877612,0,0,1,0,0,0,0,0,0,"WR",28
4,11,372,"BBS",12,2016,6,24,"2016-06-25 05:25:00",177,1.47414230512248,1,2,4,53.410957,-112.876421,0,0,1,0,0,0,0,0,0,"WR",28
4,11,442,"BBS",1,2016,6,26,"2016-06-27 03:45:00",179,0.0421721085574909,1,0,0,50.4846418,-113.3902139,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",2,2016,6,26,"2016-06-27 03:55:00",179,0.207185905443296,1,0,0,50.484691,-113.414948,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",3,2016,6,26,"2016-06-27 04:07:00",179,0.40566622581747,1,1,0,50.484573,-113.437892,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",4,2016,6,26,"2016-06-27 04:20:00",179,0.623539878858459,1,1,0,50.469993,-113.43791,1,1,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",5,2016,6,26,"2016-06-27 04:31:00",179,0.808057885898485,1,2,0,50.455674,-113.437924,1,1,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",6,2016,6,26,"2016-06-27 04:41:00",179,0.973193537725344,1,1,0,50.45558,-113.461008,1,1,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",7,2016,6,26,"2016-06-27 04:50:00",179,1.12166522694958,1,1,0,50.455583,-113.483931,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",8,2016,6,26,"2016-06-27 05:02:00",179,1.32012249244584,1,1,0,50.45572,-113.506904,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",9,2016,6,26,"2016-06-27 04:12:00",179,0.485281769500837,1,2,0,50.455645,-113.52961,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",10,2016,6,26,"2016-06-27 05:24:00",179,1.683737696343,1,2,0,50.455534,-113.552911,1,1,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",11,2016,6,26,"2016-06-27 05:33:00",179,1.83219721317291,1,1,0,50.455614,-113.575921,0,0,1,0,0,0,0,0,0,"WR",209
4,11,442,"BBS",12,2016,6,26,"2016-06-27 05:43:00",179,1.99735202663475,1,1,0,50.455663,-113.59854,0,0,1,0,0,0,0,0,0,"WR",209
4,11,458,"BBS",1,2016,6,26,"2016-06-27 03:37:00",179,-0.379451768663195,1,1,0,53.3377004,-113.8533998,0,0,1,0,0,0,0,0,0,"WR",229
4,10,410,"BBS",1,2016,6,19,"2016-06-20 03:32:00",172,-0.406556887229282,1,0,2,51.6616667,-115.4069444,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",2,2016,6,19,"2016-06-20 03:45:00",172,-0.188153415057393,1,2,2,51.6594444,-115.3838889,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",3,2016,6,19,"2016-06-20 03:58:00",172,0.0303554603788605,1,0,2,51.6566667,-115.36,0,0,1,0,0,0,0,0,0,"WR",116
4,11,458,"BBS",2,2016,6,26,"2016-06-27 03:46:00",179,-0.228082145386271,1,1,0,53.3235168,-113.8537807,0,0,1,0,0,0,0,0,0,"WR",229
4,6,410,"BBS",4,2016,6,19,"2016-06-20 04:10:00",172,0.231775182618037,1,0,2,51.6569444,-115.3383333,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",5,2016,6,19,"2016-06-20 04:20:00",172,0.399545224971241,1,0,1,51.6588889,-115.3191667,0,0,1,0,0,0,0,0,0,"WR",116
4,11,458,"BBS",3,2016,6,26,"2016-06-27 03:54:00",179,-0.0933284575409346,1,1,0,53.3088291,-113.854124,0,0,1,0,0,0,0,0,0,"WR",229
4,6,410,"BBS",6,2016,6,19,"2016-06-20 04:30:00",172,0.567123626470565,1,0,1,51.6611111,-115.3025,0,0,1,0,0,0,0,0,0,"WR",116
4,11,458,"BBS",4,2016,6,26,"2016-06-27 04:03:00",179,0.0580926503075503,1,1,0,53.2943237,-113.854167,0,0,1,0,0,0,0,0,0,"WR",229
4,6,410,"BBS",7,2016,6,19,"2016-06-20 04:40:00",172,0.7355342351728,1,0,1,51.6577778,-115.2808334,0,0,1,0,0,0,0,0,0,"WR",116
4,11,458,"BBS",5,2016,6,26,"2016-06-27 04:11:00",179,0.192819556527667,1,1,0,53.279947,-113.8544137,1,1,1,0,0,0,0,0,0,"WR",229
4,6,410,"BBS",8,2016,6,19,"2016-06-20 04:38:00",172,0.703938386440278,1,0,0,51.6547222,-115.2588889,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",9,2016,6,19,"2016-06-20 04:45:00",172,0.821869465841189,1,0,0,51.6561111,-115.2380555,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",10,2016,6,19,"2016-06-20 04:53:00",172,0.956689446634716,1,0,1,51.6575,-115.2138889,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",11,2016,6,19,"2016-06-20 05:01:00",172,1.09181294745869,1,0,2,51.6505556,-115.1963889,0,0,1,0,0,0,0,0,0,"WR",116
4,6,410,"BBS",12,2016,6,19,"2016-06-20 05:10:00",172,1.24303892950217,1,0,2,51.6536111,-115.1738889,0,0,1,0,0,0,0,0,0,"WR",116
4,6,462,"BBS",2,2016,7,1,"2016-07-02 03:47:00",184,-0.217527507808473,1,1,4,54.03620372,-113.2967791,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",3,2016,7,1,"2016-07-02 03:58:00",184,-0.0325476062297838,1,2,4,54.03620589,-113.272069,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",4,2016,7,1,"2016-07-02 04:08:00",184,0.135773014095093,1,3,4,54.03619572,-113.2472667,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",5,2016,7,1,"2016-07-02 04:17:00",184,0.287412990000512,1,2,4,54.03623177,-113.2226044,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",6,2016,7,1,"2016-07-02 04:28:00",184,0.472401324709256,1,2,4,54.03621138,-113.1978018,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",7,2016,7,1,"2016-07-02 04:38:00",184,0.64071873260869,1,2,4,54.03621228,-113.173031,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",8,2016,7,1,"2016-07-02 04:49:00",184,0.825712896585465,1,2,4,54.03615526,-113.1481962,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",9,2016,7,1,"2016-07-02 04:59:00",184,0.994033924937249,1,2,4,54.03608198,-113.123483,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",10,2016,7,1,"2016-07-02 05:10:00",184,1.17901070727243,1,2,4,54.03607441,-113.0988344,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",11,2016,7,1,"2016-07-02 05:20:00",184,1.34734103600184,1,1,4,54.03604855,-113.0739101,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",12,2016,7,1,"2016-07-02 05:30:00",184,1.5155734093984,1,2,4,54.03612855,-113.0502959,0,0,1,0,0,0,0,0,0,"WR",239
4,6,462,"BBS",1,2016,7,1,"2016-07-02 03:37:00",184,-0.385836022959815,1,3,3,54.03624402,-113.3213543,1,1,1,0,0,0,0,0,0,"WR",239
4,11,434,"BBS",2,2016,7,1,"2016-07-02 03:12:00",184,-0.205599327617222,1,3,3,49.5526528,-110.2754027,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",1,2016,7,1,"2016-07-02 03:00:00",184,-0.404482600622707,1,2,3,49.53812,-110.27546,1,1,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",3,2016,7,1,"2016-07-02 03:21:00",184,-0.0540592820114547,1,2,3,49.552744,-110.2521909,2,1,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",4,2016,7,1,"2016-07-02 03:33:00",184,0.147294877171518,1,2,3,49.5538545,-110.2305884,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",5,2016,7,1,"2016-07-02 03:43:00",184,0.312905754778122,1,3,2,49.5674855,-110.2306474,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",6,2016,7,1,"2016-07-02 03:52:00",184,0.461692772905032,1,2,2,49.5819104,-110.2321334,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",7,2016,7,1,"2016-07-02 04:02:00",184,0.626961602303716,1,2,2,49.581964,-110.2530439,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",8,2016,7,1,"2016-07-02 04:12:00",184,0.791950562861231,1,2,2,49.5849413,-110.2747644,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",9,2016,7,1,"2016-07-02 04:20:00",184,0.924069294002322,1,2,2,49.5998919,-110.2756495,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",10,2016,7,1,"2016-07-02 04:32:00",184,1.12288391815292,1,2,2,49.6151322,-110.2757461,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",11,2016,7,1,"2016-07-02 04:43:00",184,1.30539486202929,1,2,2,49.6257377,-110.2757675,0,0,1,0,0,1,0,0,0,"WR",201
4,11,434,"BBS",12,2016,7,1,"2016-07-02 04:52:00",184,1.45630077011056,1,2,2,49.63181,-110.25512,0,0,1,0,0,1,0,0,0,"WR",201
4,11,507,"BBS",1,2016,7,2,"2016-07-03 03:25:00",185,-0.397564333015019,1,1,3,52.201147,-113.219133,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",2,2016,7,2,"2016-07-03 03:37:00",185,-0.196299673385091,1,0,3,52.186813,-113.219283,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",3,2016,7,2,"2016-07-03 03:50:00",185,0.0216607150104302,1,0,3,52.172264,-113.219267,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",4,2016,7,2,"2016-07-03 04:01:00",185,0.206298178368144,1,0,3,52.157582,-113.219255,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",5,2016,7,2,"2016-07-03 04:12:00",185,0.390901045534346,1,1,3,52.143248,-113.219282,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",6,2016,7,2,"2016-07-03 04:24:00",185,0.592499208781454,1,1,3,52.143017,-113.195609,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",7,2016,7,2,"2016-07-03 04:35:00",185,0.777133212553132,1,1,3,52.12848,-113.195422,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",8,2016,7,2,"2016-07-03 04:49:00",185,1.01018608940972,1,0,3,52.113723,-113.219235,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",9,2016,7,2,"2016-07-03 04:59:00",185,1.17812486900224,1,1,3,52.099335,-113.219245,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",10,2016,7,2,"2016-07-03 05:09:00",185,1.34606812967195,1,0,3,52.084899,-113.219235,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",11,2016,7,2,"2016-07-03 05:20:00",185,1.52785735858811,1,0,3,52.084798,-113.242538,0,0,1,0,0,0,0,0,0,"WR",421
4,11,507,"BBS",12,2016,7,2,"2016-07-03 05:31:00",185,1.70957697563701,1,0,3,52.084846,-113.266688,0,0,1,0,0,0,0,0,0,"WR",421
4,11,408,"BBS",1,2016,7,5,"2016-07-06 03:18:00",188,-0.478636254469553,1,2,3,51.57850592,-113.8962313,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",2,2016,7,5,"2016-07-06 03:29:00",188,-0.293872474696901,1,2,3,51.5614889,-113.8962106,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",3,2016,7,5,"2016-07-06 03:39:00",188,-0.126090648637877,1,2,3,51.54818325,-113.8962295,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",4,2016,7,5,"2016-07-06 03:51:00",188,0.0752326346106003,1,1,3,51.5323811,-113.896252,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",5,2016,7,5,"2016-07-06 04:07:00",188,0.343107724057305,1,1,3,51.51795624,-113.8962497,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",6,2016,7,5,"2016-07-06 04:18:00",188,0.527654768824576,1,1,3,51.5033256,-113.8964114,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",7,2016,7,5,"2016-07-06 04:28:00",188,0.695542866322729,1,1,3,51.48889728,-113.8961881,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",8,2016,7,5,"2016-07-06 04:40:00",188,0.896771801047855,1,0,3,51.4742081,-113.8961642,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",9,2016,7,5,"2016-07-06 04:51:00",188,1.08115553650591,1,0,3,51.4597594,-113.8985028,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",10,2016,7,5,"2016-07-06 05:01:00",188,1.24919692344136,1,0,3,51.4451566,-113.8961525,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",11,2016,7,5,"2016-07-06 05:13:00",188,1.45040935662058,1,0,3,51.4306313,-113.8961254,0,0,1,0,0,0,0,0,0,"WR",114
4,11,408,"BBS",12,2016,7,5,"2016-07-06 05:24:00",188,1.63495632131895,1,0,3,51.4160698,-113.8961105,0,0,1,0,0,0,0,0,0,"WR",114
79,6,632,"BBS",1,2016,6,30,"2016-07-01 02:55:00",183,-0.645870346228282,1,0,1,53.4825,-107.43122,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",2,2016,6,30,"2016-07-01 03:04:00",183,-0.497501672705013,1,0,1,53.48245,-107.45577,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",3,2016,6,30,"2016-07-01 03:14:00",183,-0.332468234234387,1,0,1,53.48244,-107.48029,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",4,2016,6,30,"2016-07-01 03:23:00",183,-0.184098081125153,1,0,1,53.48245,-107.50473,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",5,2016,6,30,"2016-07-01 03:32:00",183,-0.0355176661411924,1,0,1,53.49691,-107.50486,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",6,2016,6,30,"2016-07-01 03:41:00",183,0.11302343805631,1,1,1,53.51152,-107.50534,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",7,2016,6,30,"2016-07-01 03:50:00",183,0.261386710802714,1,1,1,53.51173,-107.52959,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",8,2016,6,30,"2016-07-01 04:00:00",183,0.426666616135172,1,1,1,53.52597,-107.52951,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",9,2016,6,30,"2016-07-01 04:09:00",183,0.575219866037369,1,0,1,53.54083,-107.5294,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",10,2016,6,30,"2016-07-01 04:19:00",183,0.740482938488324,1,0,1,53.55514,-107.52943,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",11,2016,6,30,"2016-07-01 04:30:00",183,0.921938906179534,1,0,1,53.56234,-107.54701,0,0,1,0,0,0,0,0,0,"WR",41
79,6,632,"BBS",12,2016,6,30,"2016-07-01 04:40:00",183,1.08670572234525,1,0,1,53.57696,-107.554,0,0,1,0,0,0,0,0,0,"WR",41
11,5,535,"BBS",9,2016,6,28,"2016-06-29 05:23:00",181,1.12779735545317,1,0,0,48.83138333,-123.6487833,4,1,1,0,0,0,0,0,0,"WR",101
11,5,535,"BBS",10,2016,6,28,"2016-06-29 05:36:00",181,1.34370354235172,1,0,0,48.84355,-123.6464333,4,1,1,0,0,0,0,0,0,"WR",101
11,5,535,"BBS",12,2016,6,28,"2016-06-29 05:59:00",181,1.72533810165193,1,0,0,48.86543333,-123.64715,1,1,1,0,0,0,0,0,0,"WR",101
4,11,478,"BBS",1,2016,6,16,"2016-06-17 05:39:00",169,1.90033332049846,1,1,2,51.3578653,-113.169179,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",2,2016,6,16,"2016-06-17 05:29:00",169,1.73518907686075,1,1,2,51.3578492,-113.1463695,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",3,2016,6,16,"2016-06-17 05:16:00",169,1.5168182590935,1,1,2,51.3774669,-113.1460048,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",4,2016,6,16,"2016-06-17 05:07:00",169,1.36584950758351,1,1,2,51.3884157,-113.146053,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",5,2016,6,16,"2016-06-17 04:56:00",169,1.18112615684668,1,0,2,51.4041656,-113.146053,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",6,2016,6,16,"2016-06-17 04:46:00",169,1.01317176997662,1,0,2,51.4187515,-113.1460423,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",7,2016,6,16,"2016-06-17 04:35:00",169,0.828470962444943,1,0,2,51.4342064,-113.1460584,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",8,2016,6,16,"2016-06-17 04:23:00",169,0.627256487939093,1,0,2,51.4479554,-113.1460262,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",9,2016,6,16,"2016-06-17 04:13:00",169,0.459339300990106,1,1,2,51.4620799,-113.1460209,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",10,2016,6,16,"2016-06-17 04:02:00",169,0.274821885757977,1,1,2,51.4781463,-113.1424213,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",11,2016,6,16,"2016-06-17 03:52:00",169,0.106703824003539,1,1,NA,51.4887089,-113.1501354,0,0,1,0,0,0,0,0,0,"WR",314
4,11,478,"BBS",12,2016,6,16,"2016-06-17 03:39:00",169,-0.111605529454021,1,1,2,51.4927,-113.169458,0,0,1,0,0,0,0,0,0,"WR",314
79,11,720,"BBS",1,2016,7,11,"2016-07-12 02:48:00",194,-0.316955532034239,1,0,3,49.45006617,-107.4862257,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",2,2016,7,11,"2016-07-12 02:58:00",194,-0.149309570325745,1,1,3,49.43656892,-107.485943,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",3,2016,7,11,"2016-07-12 03:07:00",194,0.00217058671845294,1,2,4,49.43657697,-107.4637199,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",4,2016,7,11,"2016-07-12 03:16:00",194,0.15366228527493,1,1,4,49.4366028,-107.4413046,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",5,2016,7,11,"2016-07-12 03:25:00",194,0.305159467127588,1,0,4,49.43661674,-107.4188197,2,1,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",6,2016,7,11,"2016-07-12 03:34:00",194,0.456637898551094,1,1,4,49.43664783,-107.3965979,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",7,2016,7,11,"2016-07-12 03:43:00",194,0.608148503171073,1,0,4,49.4366295,-107.373946,2,1,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",8,2016,7,11,"2016-07-12 03:53:00",194,0.776285025278728,1,0,4,49.4366399,-107.351875,2,1,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",9,2016,7,11,"2016-07-12 04:02:00",194,0.927796522710057,1,0,4,49.43665885,-107.3291699,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",10,2016,7,11,"2016-07-12 04:12:00",194,1.09595098621315,1,0,4,49.43667518,-107.3068233,0,0,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",11,2016,7,11,"2016-07-12 04:22:00",194,1.2641169904338,1,1,4,49.43667221,-107.2843241,2,1,1,0,0,1,0,0,0,"WR",402
79,11,720,"BBS",12,2016,7,11,"2016-07-12 04:32:00",194,1.43226288987531,1,1,4,49.43670468,-107.2620888,0,0,1,0,0,1,0,0,0,"WR",402
79,11,673,"BBS",1,2016,7,9,"2016-07-10 02:47:00",192,-0.337171105080181,1,1,3,50.36951605,-106.1421014,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",2,2016,7,9,"2016-07-10 03:01:00",192,-0.103041627274621,1,2,3,50.35344412,-106.1484913,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",3,2016,7,9,"2016-07-10 03:08:00",192,0.0117213045888462,1,1,4,50.35295492,-106.1776199,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",5,2016,7,9,"2016-07-10 03:25:00",192,0.296155569950738,1,1,4,50.32954849,-106.1877756,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",6,2016,7,9,"2016-07-10 03:33:00",192,0.430562656256889,1,1,4,50.31522824,-106.1879666,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",7,2016,7,9,"2016-07-10 03:42:00",192,0.581682511899206,1,2,4,50.300313,-106.18813,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",8,2016,7,9,"2016-07-10 03:51:00",192,0.732806893255976,1,1,4,50.28545377,-106.1881484,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",9,2016,7,9,"2016-07-10 03:59:00",192,0.867450234095255,1,0,4,50.26786092,-106.1884715,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",10,2016,7,9,"2016-07-10 04:07:00",192,1.00172641482618,1,2,4,50.25532246,-106.1885523,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",11,2016,7,9,"2016-07-10 04:15:00",192,1.13613571021292,1,1,4,50.24107584,-106.1885626,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",12,2016,7,9,"2016-07-10 04:23:00",192,1.27043976386388,1,1,4,50.22761371,-106.1892514,0,0,1,0,0,0,0,0,0,"WR",115
79,11,673,"BBS",4,2016,7,9,"2016-07-10 03:17:00",192,0.161474787063067,1,2,4,50.347,-106.18811,0,0,1,0,0,0,0,0,0,"WR",115
11,5,553,"BBS",1,2016,7,6,"2016-07-07 03:45:00",189,-0.406850922240153,1,0,1,49.184027,-122.534781,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",2,2016,7,6,"2016-07-07 03:53:00",189,-0.274402608010504,1,0,1,49.19515883,-122.5358197,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",3,2016,7,6,"2016-07-07 04:02:00",189,-0.125470075474844,1,0,1,49.2080031,-122.5377044,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",4,2016,7,6,"2016-07-07 04:09:00",189,-0.0102319636609813,1,0,1,49.210176,-122.5567492,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",5,2016,7,6,"2016-07-07 04:17:00",189,0.121592170264986,1,0,1,49.2203629,-122.5681788,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",6,2016,7,6,"2016-07-07 04:24:00",189,0.23699355304241,1,0,1,49.2276193,-122.5791716,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",7,2016,7,6,"2016-07-07 04:32:00",189,0.368487016691102,1,0,1,49.2327367,-122.6011412,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",8,2016,7,6,"2016-07-07 04:40:00",189,0.500488065150048,1,0,1,49.2350972,-122.6185316,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",9,2016,7,6,"2016-07-07 04:48:00",189,0.632234173946909,1,0,2,49.23833177,-122.6387837,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",10,2016,7,6,"2016-07-07 04:55:00",189,0.747473668919667,1,0,2,49.242268,-122.6558598,1,1,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",11,2016,7,6,"2016-07-07 05:02:00",189,0.862648269666565,1,0,2,49.2422932,-122.6782218,0,0,1,0,0,0,0,0,0,"WR",411
11,5,553,"BBS",12,2016,7,6,"2016-07-07 05:10:00",189,0.995993885993958,1,0,2,49.23187879,-122.689518,0,0,1,0,0,0,0,0,0,"WR",411
